id,prefix_code,sku,name,featured_image,brand,unit,channel,category,cbm,moq,cost_price,ps_overal_dimension,ps_arm_height,ps_seat_height,ps_seat_depth,ps_nett_weight,ps_gross_weight,ps_product_type,ps_seat_construction,ps_box_dimension,ps_box_weight,ps_pax,ps_20ft_container,ps_40gp_container,ps_40hq_container,shop_drawing_pdf,shop_drawing_archive,production_drawing_pdf,production_drawing_archive,assembly_pdf,assembly_archive,drawing_3d_dwg,drawing_3d_obj,drawing_3d_3dmax,drawing_3d_sketchup,seo_meta_title,seo_meta_description,seo_meta_keyword,seo_content_overview,created_at,updated_at
305,NO,LEGO-160R,Lego Table Round 160 Teak Top,,,1,,,0.41,10,,160 x 160 x 75 cm,,,,,,Assembly Required,,165 x 165 x 15 cm,,1 Pc/1Ctn,63 pcs,136 pcs,150 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
306,NO,LEGO-160R-C,Lego Table Round 160 Ceramic Top,,,1,,,0.44,10,,160 x 160 x 76 cm,,,,,,Assembly Required,,165 x 165 x 16 cm,,1 Pc/1Ctn,60 pcs,131 pcs,145 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
307,NO,LEGO-240,Lego Table 240 Teak Top,,,1,,,0.42,10,,240 x 110 x 75 cm,,,,,,Assembly Required,,245 x 115 x 15 cm,,1 Pc/1Ctn,60 pcs,120 pcs,168 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
308,NO,LEGO-240-C,Lego Table 240 Ceramic Top,,,1,,,0.45,10,,240 x 110 x 75 cm,,,,,,Assembly Required,,245 x 115 x 15 cm,,1 Pc/1Ctn,60 pcs,120 pcs,168 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
309,NO,FDS66BT,Fides Balcony Folding Table,,,1,,,0.23,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
310,NO,TRL-02F-AR,Rivera Flat Lounger with Arms,,,1,,,0.18,100,,202.5 x 66 x 30.5  cm,,,,,,Knock Down,Slatted/Woven,205 x 63 x 14 cm,,1 Pc/1Ctn,174 pcs,361 pcs,411 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
311,NO,RYL-DT-80,Royal Round Table 80,,,1,,,0.17,50,,80  x 80 x 75 cm,,,,,,Assembly Required,,89 x 89 x 22 cm,,1 Pc/1Ctn,152 pcs,320 pcs,402 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
312,NO,RYL-DT-100,Royal Round Table 100,,,1,,,0.26,40,,100  x 100 x 75 cm,,,,,,Assembly Required,,109 x 109 x 22 cm,,1 Pc/1Ctn,108 pcs,220 pcs,264 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
313,NO,RYL-DT-150,Royal Round Table 150,,,1,,,0.55,30,,150  x 150 x 75 cm,,,,,,Assembly Required,,159 x 159 x 22 cm,,1 Pc/1Ctn,44 pcs,96 pcs,110 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
314,NO,DRS-ST-C,Dorus Side Table Ceramic,,,1,,,0.03,20,,40 x 40 x 50 cm,,,,,,Assembly Required,,53 x 45 x 13 cm,,1 Pc/1Ctn,1046 pcs,2132 pcs,2390 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
315,NO,MOR-ST-TK,Morris Side Table,,,1,,,0.04,50,,40 x 40 x 50 cm,,,,,,Knock Down,Slatted,45 x 55 x 17 cm,,1 Pc/1Ctn,740 pcs,1526 pcs,1681 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
316,NO,MOR-BAR,Morris Bar Table,,,1,,,0.25,25,,100 x 100 x 105 cm,,,,,,Knock Down,Slatted,113 x 105 x 21 cm,,1 Pc/1Ctn,124 pcs,254 pcs,294 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
317,NO,DRS-CT-RND-C,Dorus Coffee table Round 120 Ceramic,,,1,,,0.16,20,,120 x 120 x 32 cm,,,,,,Assembly Required,,127 x 127 x 10 cm,,1 Pc/1Ctn,144 pcs,312 pcs,435 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
318,NO,LUKE-01,Luke Single Seater,,,1,,,0.1,50,,81 x 85 x 78 cm,56,40,68,,14.83,Assembly Required,Woven,91 x 70 x 16 cm,,1 Pc/1Ctn,286 pcs,601 pcs,697 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
319,NO,LUKE-02,Luke 2 Seater,,,1,,,0.17,25,,150 x 85 x 78 cm,56,40,68,,22.82,Assembly Required,Woven,147 x 70 x 17 cm,,1 Pc/1Ctn,178 pcs,373 pcs,412 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
320,NO,LUKE-03,Luke 3 Seater,,,1,,,0.23,25,,219 x 85 x 78 cm,56,40,68,,32.87,Assembly Required,Woven,216 x 70 x 16 cm,,1 Pc/1Ctn,124 pcs,259 pcs,293 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
321,NO,LUKE-06,Luke Ottoman,,,1,,,0.07,25,,75 x 73 x 37 cm,,,,,9.13,Assembly Required,Woven,78 x 70 x 12 cm,,1 Pc/1Ctn,428 pcs,957 pcs,1028 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
322,NO,DRS-CT-RC120-C,Dorus Coffee Table Recta 120 Ceramic,,,1,,,0.11,20,,120 x 80 x 32 cm,,,,,,Assembly Required,,127 x 87 x 10 cm,,1 Pc/1Ctn,277pcs,579 pcs,663 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
323,NO,DRS-CT-RC160-C,Dorus Coffee Table Recta 160 Ceramic,,,1,,,0.14,20,,160 x 80 x 32 cm,,,,,,Assembly Required,,167 x 87 x 10 cm,,1 Pc/1Ctn,209 pcs,422 pcs,509 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
324,NO,LSE-01-TL-QDF,Lisse Middle seat With Left Teak Tray (Quick Dry Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
325,NO,LSE-01-TL-SPF,Lisse Middle seat With Left Teak Tray (Standard PU Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
326,NO,LSE-02-QDF,Lisse Left Double Modular (Quick Dry Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
327,NO,LSE-02-SPF,Lisse Left Double Modular (Standard PU Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
328,NO,LSE-03-QDF,Lisse Right Double Modular (Quick Dry Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
329,NO,LSE-03-SPF,Lisse Right Double Modular (Standard PU Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
330,NO,LSE-04-QDF,Lisse Middle Seater (Quick Dry Foam),,,1,,,0.62,10,,77 x 97 x 66 cm,66,38,77,,19,Fully Assembled,,103 x 83 x 73 cm,,1 Pc/1Ctn,46 pcs,92 pcs,99 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
331,NO,LSE-04-SPF,Lisse Middle Seater (Standard PU Foam),,,1,,,0.62,10,,77 x 97 x 66 cm,66,38,77,,19,Fully Assembled,,82 x 102 x 65 cm,,1 Pc/1Ctn,50 pcs,100 pcs,129 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
332,NO,LSE-06-SPF,Lisse Corner Seater (Standard PU Foam),,,1,,,0.77,10,,97 x 97 x 66 cm,66,38,77,,22,Fully Assembled,,103 x 103 x 73 cm,,1 Pc/1Ctn,34 pcs,66 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
333,NO,LSE-06-QDF,Lisse Corner Seater (Quick Dry Foam),,,1,,,0.77,10,,97 x 97 x 66 cm,66,38,77,,22,Fully Assembled,,103 x 103 x 73 cm,,1 Pc/1Ctn,34 pcs,66 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
334,NO,LSE-07-SPF,Lisse Ottoman (Standard PU Foam),,,1,,,0.38,10,,77 x 97 x 38 cm,,,,,10.5,Fully Assembled,,103 x 83 x 44 cm,,1 Pc/1Ctn,70 pcs,142 pcs,171 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
335,NO,LSE-07-QDF,Lisse Ottoman (Quick Dry Foam),,,1,,,0.38,10,,77 x 97 x 38 cm,,,,,10.5,Fully Assembled,,103 x 83 x 44 cm,,1 Pc/1Ctn,70 pcs,142 pcs,171 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
336,NO,LSE-08-TRAY-SPF,Lisse Right Chaise With Teak Tray (Standard PU Foam),,,1,,,1.19,10,,190 x 97 x 66 cm,,,,,29,Fully Assembled,,197 x 83 x 73 cm,,1 Pc/1Ctn,23 pcs,50 pcs,54 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
337,NO,LSE-08-TRAY-QDF,Lisse Right Chaise With Teak Tray (Quick Dry Foam),,,1,,,1.19,10,,190 x 97 x 66 cm,,,,,29,Fully Assembled,,197 x 83 x 73 cm,,1 Pc/1Ctn,23 pcs,50 pcs,54 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
338,NO,LSE-09-TRAY-QDF,Lisse Left Chaise With Teak Tray (Quick Dry Foam),,,1,,,1.19,10,,190 x 97 x 66 cm,,,,,29,Fully Assembled,,197 x 83 x 73 cm,,1 Pc/1Ctn,23 pcs,50 pcs,54 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
339,NO,LSE-09-TRAY-SPF,Lisse Left Chaise With Teak Tray (Standard PU Foam),,,1,,,1.19,10,,190 x 97 x 66 cm,,,,,29,Fully Assembled,,197 x 83 x 73 cm,,1 Pc/1Ctn,23 pcs,50 pcs,54 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
340,NO,LSE-10,Lisse Low Table,,,1,,,0.37,10,,97 x 97 x 28 cm,,,,,,Fully Assembled,Slatted,103 x 103 x 35 cm,,1 Pc/1Ctn,68 pcs,140 pcs,162 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
341,NO,SNIX-08,Snix Modular Corner Seater,,,1,,,0.56,25,,77.5 x 77.5 x 74 cm,74,41,62,,,Fully Assembled,Webbing/Woven,83 x 83 x 81 cm,,1 Pc/1Ctn,28 pcs,56 pcs,84 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
342,NO,TRENT-06,Trent Ottoman,,,1,,,0.21,25,,89 x 60 x 40.5 cm,,,,,,Knock Down,Slatted/Woven,74 x 68 x 41 cm,,1 Pc/1Ctn,129 pcs,264pcs,315 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
343,NO,DEXA-06,Dexa Ottoman,,,1,,,0.26,25,,76 x 60 x 41 cm,,,,,,Assembly Required,Slatted Metal,83 x 67 x 47 cm,,1Pc/1Ctn,121 pcs,246 pcs,280 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
344,NO,PL-CT-RND,Platon Coffee table Round 120,,,1,,,0.16,25,,120 x 120 x 32 cm,,,,,,Assembly Required,Slatted,127 x 127 x 10 cm,,1 Pc/1Ctn,144 pcs,312 pcs,435 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
345,NO,PL-CT-RC120,Platon Coffee Table Recta 120,,,1,,,0.11,25,,120 x 80 x 23 cm,,,,,,Assembly Required,Slatted,127 x 87 x 10 cm,,1 Pc/1Ctn,277 pcs,579 pcs,663 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
346,NO,PL-CT-RC160,Platon Coffee Table Recta 160,,,1,,,0.15,25,,160 x 80 x 23 cm,,,,,,Assembly Required,Slatted,167 x 87 x 10 cm,,1 Pc/1Ctn,209 pcs,422 pcs,509 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
347,NO,PL-ST,Platon Side Table,,,1,,,0.03,50,,40 x 40 x 50 cm,,,,,,Assembly Required,Slatted,53 x 45 x 13 cm,,1 Pc/1Ctn,1046 pcs,422 pcs,2390 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
348,NO,EIR-CT,Eirene Aluminium Coffee Table,,,1,,,0.16,10,,90  x  90  x  50 cm,,,,,,Assembly Required,,96 x 96 x 18 cm,,1 Pc/1Ctn,180 pcs,368 pcs,416 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
349,NO,EIR-ST,Eirene Aluminium Side Table,,,1,,,0.06,10,,50  x  50  x  50 cm,,,,,,Assembly Required,,56 x 56 x 18 cm,,1 Pc/1Ctn,536 pcs,1108 pcs,1276 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
350,NO,SVE-08,Suave Corner Seater,,,1,,,0.21,10,,83.6 x 83.2 x 81 cm,,,,,,Assembly Required,,90 x 85 x 28 cm,,1 Pc/1Ctn,132 pcs,280 pcs,333 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
351,NO,SVE-09,Suave 2 Seater,,,1,,,0.36,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
352,NO,SVE-10,Suave 3 Seater,,,1,,,0.36,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
353,NO,SVE-07,Suave Low Table,,,1,,,0.14,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
354,NO,VINO-CT,Vino Coffee Table,,,1,,,0.4,25,,130 x 65 x 38 cm,,,,12.45,16.53,Fully Assembled,Slatted Metal,135 x 70 x 43 cm,,1 Pc/1Ctn,65 pcs,136 pcs,161 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
355,NO,ELN-CT,Elenia Coffee table,,,1,,,0.4,10,,96 x 96 x 36 cm,,,,,,Fully Assembled,,100 x 100 x 40 cm,,1 Pc/1Ctn,58 pcs,120 pcs,144 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
356,NO,SNIX-CT,Snix Coffee Table,,,1,,,0.35,25,,130 x 70 x 29 cm,,,,,,Fully Assembled,,135 x 75 x 35 cm,,1 Pc/1Ctn,76 pcs,156 pcs,181 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
357,NO,SNIX-SC,Snix Square Corner Table,,,1,,,0.14,25,,77.5 x 77.5 x 41 cm,,,,8,11,Fully Assembled,,85 x 85 x 19 cm,,1 Pc/1Ctn,196 pcs,420 pcs,518 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
358,NO,SNIX-ST,Snix Side Table,,,1,,,0.02,50,,45 x 45 x 50 cm,,,,6,9,Fully Assembled,,61 x 53 x 25 cm,,1 Pc/1Ctn,1444 pcs,3016 pcs,3432 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
359,NO,ELN-ST,Elenia side table,,,1,,,0.13,10,,50 x 50 x 45 cm,,,,,,Fully Assembled,,53 x 52 x 49 cm,,1 Pc/1Ctn,192 pcs,384 pcs,480 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:12
360,NO,TSS-08,Tessin Stacking Lounge Stool,,,1,,,0.52,25,,59  x  54  x  37 cm,66,45,46.5,,44,Assembly Required,Slatted,60 x 57 x 43 cm,,2 Pc/1Ctn,50pcs,106 pcs,138 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:12
361,NO,ASP-CT,Aspen Teak Coffee Table,,,1,,,0.15,25,,80 x 86 x 40 cm,,,,,,Knock Down,Slatted,87 x 93 x 18 cm,,1 Pc/1Ctn,196 pcs,414 pcs,502 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
362,NO,ASP-LT,Aspen Teak Low Table,,,1,,,0.08,25,,60 x 61.2 x 29 cm,,,,,,Knock Down,Slatted,67 x 68 x 18 cm,,1 Pc/1Ctn,378 pcs,783 pcs,908 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
363,NO,ASP-ST,Aspen Teak Side Table,,,1,,,0.03,50,,40 x 40 x 50 cm,,,,,,Knock Down,Slatted,42 x 56 x 11 cm,,1 Pc/1Ctn,1232 pcs,2516 pcs,2872 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
364,NO,OSC-LC,Oscar Lounge Chair,,,1,,,0.57,1,,86 x 82.6 x 66 cm,58,40.5,68,,,Fully Assembled,,91 x 88 x 72 cm,,1 Pc/1Ctn,36 pcs,78 pcs,117 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
365,NO,OSC-02,Oscar 2 seater,,,1,,,0.99,1,,152  x  82.6  x  66 cm,58,40.5,68,,,Fully Assembled,,157 x 88 x 72 cm,,1 Pc/1Ctn,25 pcs,54 pcs,70 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
366,NO,OSC-03,Oscar 3 seater,,,1,,,1.4,1,,218 x 82.6 x 66 cm,58,40.5,68,,,Fully Assembled,,223 x 88 x 725 cm,,1 Pc/1Ctn,18 pcs,39 pcs,48 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
367,NO,BETA-DT-200,Beta Dining Table 200,,,1,,,0.47,25,,200  x  100  x  75 cm,,,,,,Assembly Required,,218 x 108 x 20 cm,,1 Pc/1Ctn,64 pcs,132 pcs,143 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
368,NO,BETA-DT-250,Beta Dining Table 250,,,1,,,0.58,25,,250  x  100  x  75 cm,,,,,,Assembly Required,,248  x 111 x 21 cm,,1 Pc/1Ctn,44 pcs,88 pcs,126 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
369,NO,SNIX-DC-SS,Snix Dining Chair,,,1,,,0.27,100,,54.5 x 61.6 x 87.5 cm,46.5,65.5,,,,Fully Assembled,Webbing/Woven,61 x 64 x 71 cm,,2 Pc/1Ctn,81 pcs,171 pcs,228 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
370,NO,SNIX-01-ALU,Snix Aluminium Single Seater,,,1,,,0.57,50,,75 x 77.5 x 74 cm,65.5,41,78,15.15,20.15,Fully Assembled,Webbing/Woven,86 x 82 x 81 cm,,1 Pc/1Ctn,28 pcs,56 pcs,84 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
371,NO,SNIX-04-L-ALU,Snix Aluminium Modular Left Seater,,,1,,,0.97,25,,135.5  x  77.5   x 74 cm,65.5,28,60,24.21,33.12,Fully Assembled,Webbing/Woven,144 x 8 3 x 81 cm,,1 Pc/1Ctn,25 pcs,50 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
372,NO,SNIX-04-R-ALU,Snix Aluminium Modular Right Seater,,,1,,,0.97,25,,135.5  x  77.5  x  74 cm,65.5,28,60,24.21,33.12,Fully Assembled,Webbing/Woven,144 x 83 x 81 cm,,1 Pc/1Ctn,25 pcs,50 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
373,NO,SNIX-05-ALU,Snix Aluminium Modular Middle Seater,,,1,,,0.94,25,,75 x 77.5 x 74 cm,65,28,60,20.62,28.35,Fully Assembled,Webbing/Woven,141 x 83 x 81 cm,,1 Pc/1Ctn,25 pcs,50 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
374,NO,SNIX-08-ALU,Snix Aluminium Modular Corner Seater,,,1,,,0.56,25,,77.5 x 77.5 x 74 cm,74,41,62,,,Fully Assembled,Webbing/Woven,83 x 83 x 81 cm,,1 Pc/1Ctn,28 pcs,56 pcs,84 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
375,NO,SNIX-06-ALU,Snix Aluminium Ottoman,,,1,,,0.21,25,,77.5 x 70 x 41 cm,,,,11,13,Fully Assembled,Webbing/Woven,85.5 x 78 x 31 cm,,1 Pc/1Ctn,150 cs,312 pcs,348 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
376,NO,GERA-DT-190-AL,Gera Dining Table 190 Aluminium,,,1,,,0.45,25,,190  x 100 x 75 cm,,,,,,Knock down,Slatted,198 x 108 x 21 cm,,1 Pc/1Ctn,68 pcs,144 pcs,157 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
377,NO,GERA-190-BB,Gera Bench 190,,,1,,,0.21,25,,190  x 40 x 45.5 cm,,,,,,Knock down,Slatted,198  x 51 x 21 cm,,1 Pc/1Ctn,138 pcs,288 pcs,333 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
378,NO,DEXA-LG,Dexa Lounger,,,1,,,0.47,50,,200 x 68 x 48 cm,,46.5,,17,14,Assembly Required,Slatted Metal,208 x 73 x 31 cm,,1Pc/1Ctn,65 pcs,131 pcs,137 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
379,NO,NVL-L-D,Nivelle Double Lounger,,,1,,,0.95,25,,200 x 127  x 25.5 cm,,,,,,Knock Down,Slatted,210 x 138 x 33 cm,,1 Pc/1Ctn, 31 pcs,63 pcs,67 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
380,NO,EIR-CT-SS,Eirene Coffee Table,,,1,,,0.06,10,,50  x  50  x  50 cm,,,,,36,Assembly Required,,57 x 57 x 19 cm,,1 Pc/1Ctn,496 pcs,1008 pcs,1176 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
381,NO,EIR-ST-SS,Eirene Side Table,,,1,,,0.16,10,,90  x  90  x  50 cm,,,,,,Assembly Required,,96 x 96 x 18 cm,,1 Pc/1Ctn,180 pcs,368 pcs,416 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
382,NO,PAR-350RE-SS,Ocean Parasol Rectangular 350 - Stainless Steel,,,1,,,0.13,25,,350  x  250  x  305 cm,,,,,30,Assembly Required,,24 x 24 x 226 cm,,1 Pc/1Ctn,216 pcs,450 pcs,550 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
383,NO,PAR-300-SS,Ocean Parasol Round 300 - Stainless Steel,,,1,,,0.13,25,,300  x  300  x  260 cm,,,,,20,Assembly Required,,22 x 22 x 264 cm,,1 Pc/1Ctn,200 pcs,400 pcs,540 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
384,NO,SNIX-02-ALU,Snix Aluminium 2 Seater,,,1,,,1.05,25,,143 x 78.5 x 74.5 cm,65.5,28,60,27.61,35.56,Fully Assembled,Webbing/Woven,151 x 86 x 81 cm,,1 Pc/1Ctn,23 pcs,48 pcs,64 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
385,NO,SNIX-03-ALU,Snix Aluminium 3 Seater,,,1,,,1.48,25,,211 x 78.5 x 74.5 cm,65.5,28,60,37.92,49.56,Fully Assembled,Webbing/Woven,218 x 84 x 81 cm,,1 Pc/1Ctn,14 pcs,28 pcs,42 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
386,NO,SNIX-DC-ALU,Snix Aluminium Dining Chair,,,1,,,0.27,100,,54.5 x 61.6 x 87.5 cm,46.5,65.5,,,,Fully Assembled,Webbing/Woven,61 x 64 x 71 cm,,1 Pc/1Ctn,81 pcs,171 pcs,228 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
387,NO,RAE-01,Rae Single Seater,,,1,,,0.18,1,,83 x 88 x 63.5 cm,63.5,23,84,,,Assembly Required,,91 x 91 x 22 cm,,1 Pc/1Ctn,152 pcs,320 pcs,364 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
388,NO,RAE-02,Rae 2 Seater,,,1,,,0.26,1,,158  x  88  x  63.5 cm,63.5,23,84,,,Assembly Required,,164 x 90 x 18 cm,,1 Pc/1Ctn,113 pcs,230 pcs,265 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
389,NO,RAE-03,Rae 3 Seater,,,1,,,0.32,1,,230 x 88 x 63.5 cm,63.5,23,84,,,Assembly Required,,237 x 91 x 15 cm,,1 Pc/1Ctn,96 pcs,199 pcs,219 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
390,NO,RAE-04,Rae Corner Seater,,,1,,,0.14,1,,88  x  88  x  63.5 cm,63.5,23,84,,,Assembly Required,,92 x 89 x 17 cm,,1 Pc/1Ctn,216 pcs,450 pcs,537 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
391,NO,RAE-05-L,Rae 2 Seater Left Arm,,,1,,,0.24,1,,154  x  88  x  63.5 cm,63.5,23,84,,,Assembly Required,,158 x 90 x 17 cm,,1 Pc/1Ctn,122 pcs,256 pcs,290 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
392,NO,RAE-05-R,Rae 2 Seater Right Arm,,,1,,,0.24,1,,154  x  88  x  63.5 cm,63.5,23,84,,,Assembly Required,,158 x 90 x 17 cm,,1 Pc/1Ctn,122 pcs,256 pcs,290 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:49,2023-01-26 05:37:11
